avg_unmet_demand,avg_freq_dev,max_freq_dev,avg_volt_dev,max_volt_dev,stability_violations,anomaly_count,auth_failures,demand_served_ratio,fallback_count,scenario
1.2257176060182735,0.04012226969594105,0.3714793351230625,0.00668704494932353,0.06191322252051079,6,0,0,87.85477751436987,0,baseline
2.4211497763456022,0.07889643699598335,0.898852952830822,0.013149406165997225,0.14980882547180308,22,0,0,86.11238842719105,0,cmd_injection_attack
2.371700593662921,0.11305997101087044,0.3895335704687568,0.01884332850181174,0.06492226174479399,8,0,0,85.85859347852255,2,dos_delay_attack
1.3977874308629465,0.046459423543357706,0.41003207882838666,0.007743237257226282,0.06833867980473163,10,0,0,87.58557712140549,93,dos_drop_attack
1.1546741592553216,0.17052028930548574,0.3830896228198952,0.028420048217580967,0.0638482704699822,7,0,0,86.12978182703422,0,fdi_attack
13.59814593517357,0.41317110390436607,1.6000207340034578,0.06886185065072772,0.2666701223339101,115,251,31,70.16222199978675,251,secured_cmd_injection
11.841580092445286,0.3636625088219159,1.5448243691416792,0.060610418136986026,0.2574707281902806,93,250,0,72.84527881786757,252,secured_dos_delay
12.243538112173935,0.37293889201473235,1.5923679515938076,0.062156482002455424,0.2653946585989675,96,177,0,72.18185944006594,270,secured_dos_drop
1.2311311364190725,0.04367493933276627,0.3635227825628462,0.00727915655546106,0.06058713042714159,6,247,0,87.97632652031287,300,secured_fdi
