time_step,scenario,attack_type,security_enabled,solar_generation,wind_generation,total_generation,true_load,reported_load,served_load,unmet_demand,reserve_used,storage_used,load_shed,voltage,frequency,imbalance,packet_received,packet_tampered,controller_data_trusted,used_fallback,anomaly_detected,command_authenticated
0,secured_fdi,fdi,True,0.0,11.415555904578953,11.415555904578953,54.77696646744689,54.77696646744689,45.432402242299716,0.0,20.0,14.016846337720763,9.344564225147176,1.0,50.0,0.0,True,True,False,True,True,True
1,secured_fdi,fdi,True,0.0,13.89897024117457,13.89897024117457,55.85940255636389,55.85940255636389,47.07522963028816,0.0,20.0,13.176259389113593,8.78417292607573,1.0,50.0,0.0,True,True,False,True,True,True
2,secured_fdi,fdi,True,3.952648268929204,14.16804974004911,18.120698008978316,54.754644203161135,54.754644203161135,48.101065725488006,0.0,20.0,9.980367716509692,6.653578477673127,1.0,50.0,0.0,True,True,False,True,True,True
3,secured_fdi,fdi,True,2.475540216370632,17.848942598622926,20.32448281499356,55.63577209588733,55.63577209588733,49.511256383529826,0.0,20.0,9.186773568536264,6.1245157123575105,1.0,50.0,0.0,True,True,False,True,True,True
4,secured_fdi,fdi,True,3.443417886399219,15.685234771210428,19.12865265760965,56.964522146861036,56.964522146861036,49.83017435116048,0.0,20.0,10.701521693550832,7.134347795700554,1.0,50.0,0.0,True,True,False,True,True,True
5,secured_fdi,fdi,True,6.963737223042935,15.552537006964457,22.51627423000739,55.12174646969131,55.12174646969131,49.90487091134188,0.0,19.56328334381035,7.825313337524141,5.216875558349428,1.0,50.0,0.0,True,True,False,True,True,True
6,secured_fdi,fdi,True,7.2028481490466305,14.262131896610095,21.464980045656723,56.87926495279426,56.87926495279426,50.71355098993924,0.0,20.0,9.248570944282521,6.165713962855014,1.0,50.0,0.0,True,True,False,True,True,True
7,secured_fdi,fdi,True,12.137947540185031,16.610887731068836,28.748835271253867,59.337134330082804,59.337134330082804,54.44300648067017,0.0,18.35297943529736,7.341191774118946,4.894127849412631,1.0,50.0,0.0,True,True,False,True,True,True
8,secured_fdi,fdi,True,11.552989272024845,15.756009305315168,27.308998577340013,58.97374649508639,58.97374649508639,53.90738682824697,0.0,18.998848750647824,7.59953950025913,5.066359666839421,1.0,50.0,0.0,True,True,False,True,True,True
9,secured_fdi,fdi,True,10.891212436996497,18.71643027855908,29.607642715555578,57.726874966761976,57.726874966761976,53.22779780656895,0.0,16.87153935072384,6.748615740289535,4.499077160193024,1.0,50.0,7.105427357601002e-15,True,True,False,True,True,True
10,secured_fdi,fdi,True,16.419181677269034,19.363753034928312,35.782934712197346,58.59224457597667,58.59224457597667,54.94275499777198,0.0,13.685585918267595,5.474234367307038,3.649489578204693,1.0,50.0,0.0,True,True,False,True,True,True
11,secured_fdi,fdi,True,19.137934163572616,19.67499614075521,38.81293030432782,57.845919655399584,57.845919655399584,54.8006413592281,0.0,11.419793610643056,4.5679174442572235,3.0452782961714826,1.0,50.0,0.0,True,True,False,True,True,True
12,secured_fdi,fdi,True,17.896296180906223,18.53032087048916,36.42661705139538,60.61805681898159,60.61805681898159,56.7474264561678,0.0,14.514863860551726,5.80594554422069,3.8706303628137944,1.0,50.0,0.0,True,True,False,True,True,True
13,secured_fdi,fdi,True,21.076050849593187,19.598578307984734,40.674629157577925,60.94850611493796,60.94850611493796,57.704685801760355,0.0,12.164326174416022,4.865730469766409,3.243820313177607,1.0,50.0,0.0,True,True,False,True,True,True
14,secured_fdi,fdi,True,19.273998427131612,16.17458008864858,35.44857851578019,61.81690773435986,61.81690773435986,57.59797505938711,0.0,15.8209975311478,6.32839901245912,4.218932674972748,1.0,50.0,7.105427357601002e-15,True,True,False,True,True,True
15,secured_fdi,fdi,True,19.572253015071933,19.80067346290366,39.3729264779756,60.0909984215207,60.0909984215207,56.77610691055348,7.105427357601002e-15,12.430843166127064,4.9723372664508245,3.3148915109672172,1.0,50.0,-7.105427357601002e-15,True,True,False,True,True,True
16,secured_fdi,fdi,True,23.215517288910842,19.701303549584477,42.91682083849532,60.59233092869515,60.59233092869515,57.764249314263175,0.0,10.605306054119897,4.242122421647959,2.828081614431973,1.0,50.0,7.105427357601002e-15,True,True,False,True,True,True
