time_step,scenario,attack_type,security_enabled,solar_generation,wind_generation,total_generation,true_load,reported_load,served_load,unmet_demand,reserve_used,storage_used,load_shed,voltage,frequency,imbalance,packet_received,packet_tampered,controller_data_trusted,used_fallback,anomaly_detected,command_authenticated
53,secured_dos_delay,dos_delay,True,11.292874322089428,15.824342386385235,27.117216708474665,64.15992188654789,64.15992188654789,57.3428398153186,0.0,20.0,10.225623106843935,6.817082071229292,1.0,50.0,0.0,True,False,False,True,True,True
54,secured_dos_delay,dos_delay,True,9.0282646056426,19.522457613174367,28.550722218816965,63.54306893063173,63.54306893063173,57.54613024590583,0.0,20.0,8.99540802708886,5.996938684725908,1.0,50.0,0.0,True,False,False,True,True,True
55,secured_dos_delay,dos_delay,True,7.459533924944875,19.048442979942294,26.50797690488717,64.30801680846764,64.30801680846764,57.188000847035454,0.0,20.0,10.680023942148281,7.120015961432188,1.0,50.0,0.0,True,False,False,True,True,True
56,secured_dos_delay,dos_delay,True,7.136054714986511,15.925291366451678,23.061346081438188,62.685149916061754,62.685149916061754,54.83562838221233,0.0,20.0,11.77428230077414,7.849521533849426,1.0,50.0,0.0,True,False,False,True,True,True
57,secured_dos_delay,dos_delay,True,3.9783373760290406,13.978613746963157,17.956951122992198,62.63147608587149,62.63147608587149,52.761666100719765,7.105427357601002e-15,20.0,14.804714977727572,9.869809985151717,1.0,50.0,-7.105427357601002e-15,True,False,False,True,True,True
58,secured_dos_delay,dos_delay,True,3.498763829439923,12.532344683540535,16.031108512980456,61.48732884407467,61.48732884407467,51.03110851298045,0.4562203310942152,20.0,15.0,10.0,0.9977188983445289,49.986313390067174,-0.4562203310942152,True,False,False,True,True,True
59,secured_dos_delay,dos_delay,True,0.0,17.023254028364054,17.023254028364054,63.48635845643658,63.48635845643658,52.02325402836405,1.4631044280725263,20.0,15.0,10.0,0.9926844778596373,49.95610686715782,-1.4631044280725263,True,False,False,True,True,True
60,secured_dos_delay,dos_delay,True,0.0,14.930989636127329,14.930989636127329,60.93190515940789,60.93190515940789,49.93098963612733,1.000915523280561,20.0,15.0,10.0,0.9949954223835972,49.96997253430158,-1.000915523280561,True,False,False,True,True,True
61,secured_dos_delay,dos_delay,True,2.0762619967954086,12.254218192174434,14.330480188969844,61.34017191225981,61.34017191225981,49.330480188969844,2.0096917232899685,20.0,15.0,10.0,0.9899515413835501,49.9397092483013,-2.0096917232899685,True,False,False,True,True,True
62,secured_dos_delay,dos_delay,True,1.8818797949146244,14.902628787424208,16.78450858233883,61.720123771602964,61.720123771602964,51.745877695897306,0.0,20.0,14.96136911355848,9.974246075705654,1.0,50.0,0.0,True,False,False,True,True,True
63,secured_dos_delay,dos_delay,True,0.0,14.768246238072852,14.768246238072852,59.25095189412059,59.25095189412059,49.45786963170149,0.0,20.0,14.689623393628644,9.793082262419098,1.0,50.0,0.0,True,False,False,True,True,True
64,secured_dos_delay,dos_delay,True,0.0,12.107417289656201,12.107417289656201,61.513815160387686,61.513815160387686,47.1074172896562,4.406397870731489,20.0,15.0,10.0,0.9779680106463425,49.86780806387806,-4.406397870731489,True,False,False,True,True,True
65,secured_dos_delay,dos_delay,True,0.4096797098837799,10.728037296896606,11.137717006780385,61.945885586516994,61.945885586516994,46.137717006780385,5.808168579736609,20.0,15.0,10.0,0.970959157101317,49.8257549426079,-5.808168579736609,True,False,False,True,True,True
66,secured_dos_delay,dos_delay,True,0.0,12.86626024450649,12.86626024450649,58.25224585931657,58.25224585931657,47.86626024450649,0.38598561481007465,20.0,15.0,10.0,0.9980700719259497,49.988420431555696,-0.38598561481007465,True,False,False,True,True,True
67,secured_dos_delay,dos_delay,True,0.9365417300227046,11.642998895771221,12.579540625793925,61.053841014846505,61.053841014846505,47.579540625793925,3.47430038905258,20.0,15.0,10.0,0.9826284980547371,49.89577098832842,-3.47430038905258,True,False,False,True,True,True
68,secured_dos_delay,dos_delay,True,0.0,12.704308815943154,12.704308815943154,60.65627257127927,60.65627257127927,47.70430881594315,2.9519637553361164,20.0,15.0,10.0,0.9852401812233195,49.91144108733992,-2.9519637553361164,True,False,False,True,True,True
69,secured_dos_delay,dos_delay,True,0.0,13.327400879760365,13.327400879760365,57.15681118240569,57.15681118240569,47.62504706134756,0.0,20.0,14.297646181587197,9.531764121058131,1.0,50.0,0.0,True,False,False,True,True,True
70,secured_dos_delay,dos_delay,True,0.0,13.892670634128951,13.892670634128951,58.676475963611296,58.676475963611296,48.76295383181836,0.0,20.0,14.870283197689409,9.91352213179294,1.0,50.0,0.0,True,False,False,True,True,True
71,secured_dos_delay,dos_delay,True,0.7289782951171433,9.131473464874283,9.860451759991426,58.290097446526254,58.290097446526254,44.86045175999143,3.429645686534826,20.0,15.0,10.0,0.9828517715673258,49.897110629403954,-3.429645686534826,True,False,False,True,True,True
72,secured_dos_delay,dos_delay,True,1.5402540182146538,8.429868896786399,9.970122915001053,57.83151552274841,57.83151552274841,44.970122915001056,2.861392607747355,20.0,15.0,10.0,0.9856930369612632,49.91415822176758,-2.861392607747355,True,False,False,True,True,True
73,secured_dos_delay,dos_delay,True,1.0433844574982878,8.73066942568202,9.774053883180308,55.58292646107761,55.58292646107761,44.77405388318031,0.8088725778973043,20.0,15.0,10.0,0.9959556371105135,49.97573382266308,-0.8088725778973043,True,False,False,True,True,True
74,secured_dos_delay,dos_delay,True,2.5531417068719993,9.712540921214257,12.265682628086257,56.38342272803031,56.38342272803031,46.736326688052685,0.0,20.0,14.470644059966434,9.647096039977624,1.0,50.0,0.0,True,False,False,True,True,True
75,secured_dos_delay,dos_delay,True,0.0,11.694226438087071,11.694226438087071,56.32247026236667,56.32247026236667,46.47117273265483,0.0,20.0,14.77694629456776,9.851297529711841,1.0,50.0,0.0,True,False,False,True,True,True
76,secured_dos_delay,dos_delay,True,1.7951216966034327,12.022663516654223,13.817785213257656,57.03095501983674,57.03095501983674,47.745687097205106,0.0,20.0,13.927901883947449,9.285267922631633,1.0,50.0,0.0,True,False,False,True,True,True
77,secured_dos_delay,dos_delay,True,0.4360330602682483,12.062996051207085,12.499029111475334,54.38844682813291,54.38844682813291,45.632679741469886,0.0,20.0,13.133650629994545,8.755767086663031,1.0,50.0,0.0,True,False,False,True,True,True
78,secured_dos_delay,dos_delay,True,1.1400846269619418,8.53654467056753,9.676629297529471,54.894708489769556,54.894708489769556,44.67662929752947,0.21807919224008288,20.0,15.0,10.0,0.9989096040387996,49.993457624232796,-0.21807919224008288,True,False,False,True,True,True
79,secured_dos_delay,dos_delay,True,2.295403048534201,8.01757735583959,10.312980404373791,55.6931061127581,55.6931061127581,45.31298040437379,0.3801257083843126,20.0,15.0,10.0,0.9980993714580785,49.98859622874847,-0.3801257083843126,True,False,False,True,True,True
80,secured_dos_delay,dos_delay,True,0.0,11.895100710704487,11.895100710704487,53.58309153051289,53.58309153051289,44.90789520258953,0.0,20.0,13.012794491885042,8.675196327923363,1.0,50.0,0.0,True,False,False,True,True,True
81,secured_dos_delay,dos_delay,True,1.1927738972449475,10.648175277667107,11.840949174912055,53.03212138055856,53.03212138055856,44.555652498299956,0.0,20.0,12.714703323387901,8.476468882258601,1.0,50.0,0.0,True,False,False,True,True,True
82,secured_dos_delay,dos_delay,True,0.0,9.82227242021402,9.82227242021402,52.310499582173136,52.310499582173136,43.31520871738949,0.0,20.0,13.49293629717547,8.995290864783646,1.0,50.0,0.0,True,False,False,True,True,True
83,secured_dos_delay,dos_delay,True,0.0,9.950287760354634,9.950287760354634,51.340579871940776,51.340579871940776,42.784463027306316,0.0,20.0,12.834175266951684,8.556116844634458,1.0,50.0,0.0,True,False,False,True,True,True
84,secured_dos_delay,dos_delay,True,2.599749822507963,7.992434583845107,10.59218440635307,52.74328748422795,52.74328748422795,43.882846253078,0.0,20.0,13.290661846724927,8.860441231149952,1.0,50.0,0.0,True,False,False,True,True,True
85,secured_dos_delay,dos_delay,True,0.0,10.044811596746488,10.044811596746488,51.46305394018737,51.46305394018737,42.89575700281102,0.0,20.0,12.850945406064527,8.567296937376353,1.0,50.0,0.0,True,False,False,True,True,True
86,secured_dos_delay,dos_delay,True,1.2405140326480568,7.222547289946416,8.463061322594474,53.28970242809485,53.28970242809485,43.359045985894696,0.0,20.0,14.895984663300222,9.93065644220015,1.0,50.0,0.0,True,False,False,True,True,True
87,secured_dos_delay,dos_delay,True,1.2468532999633402,9.020380568873913,10.267233868837252,50.042839844578154,50.042839844578154,42.13259745428179,0.0,20.0,11.865363585444541,7.910242390296361,1.0,50.0,0.0,True,False,False,True,True,True
88,secured_dos_delay,dos_delay,True,1.6669835525393006,10.51543776547765,12.18242131801695,49.996380704473914,49.996380704473914,42.87079694989113,0.0,20.0,10.688375631874178,7.125583754582786,1.0,50.0,0.0,True,False,False,True,True,True
89,secured_dos_delay,dos_delay,True,1.5739206667678856,7.8028128067237965,9.376733473491683,49.957467516279365,49.957467516279365,41.72517389916429,0.0,20.0,12.348440425672608,8.232293617115074,1.0,50.0,0.0,True,False,False,True,True,True
90,secured_dos_delay,dos_delay,True,0.5699325373553963,6.0778413492772785,6.647773886632675,50.09076659056933,50.09076659056933,40.71356950899467,0.0,20.0,14.06579562236199,9.377197081574662,1.0,50.0,0.0,True,False,False,True,True,True
91,secured_dos_delay,dos_delay,True,1.8110423545203131,10.447035315489131,12.258077670009445,51.65582642409796,51.65582642409796,43.89672692246255,7.105427357601002e-15,20.0,11.638649252453106,7.759099501635404,1.0,50.0,-7.105427357601002e-15,True,False,False,True,True,True
92,secured_dos_delay,dos_delay,True,0.0,5.307240300944798,5.307240300944798,51.38463106583613,51.38463106583613,40.3072403009448,1.0773907648913337,20.0,15.0,10.0,0.9946130461755434,49.96767827705326,-1.0773907648913337,True,False,False,True,True,True
93,secured_dos_delay,dos_delay,True,2.872840888525169,9.101510966889673,11.974351855414842,48.18077772088617,48.18077772088617,41.69820737469764,0.0,20.0,9.723855519282798,6.482570346188533,1.0,50.0,0.0,True,False,False,True,True,True
94,secured_dos_delay,dos_delay,True,0.0,10.668974522644124,10.668974522644124,48.90395503658603,48.90395503658603,41.60996283100926,0.0,20.0,10.940988308365144,7.293992205576762,1.0,50.0,7.105427357601002e-15,True,False,False,True,True,True
95,secured_dos_delay,dos_delay,True,0.023035830863997298,6.472442262753386,6.4954780936173835,50.75302354760969,50.75302354760969,41.05000536601277,0.0,20.0,14.554527272395383,9.703018181596924,1.0,50.0,0.0,True,False,False,True,True,True
96,secured_dos_delay,dos_delay,True,0.0,8.216580526638822,8.216580526638822,46.62231215962732,46.62231215962732,39.26001950643192,0.0,20.0,11.043438979793098,7.3622926531954,1.0,50.0,0.0,True,False,False,True,True,True
97,secured_dos_delay,dos_delay,True,0.0,8.8512953898843,8.8512953898843,48.868621469149105,48.868621469149105,40.86169103744318,0.0,20.0,12.010395647558882,8.006930431705923,1.0,50.0,0.0,True,False,False,True,True,True
98,secured_dos_delay,dos_delay,True,0.6616497690191969,5.385812163428575,6.0474619324477725,48.092273591126585,48.092273591126585,39.27434892765506,0.0,20.0,13.226886995207286,8.817924663471524,1.0,50.0,0.0,True,False,False,True,True,True
99,secured_dos_delay,dos_delay,True,0.7163000219849112,9.499517456727183,10.215817478712093,46.75579554572361,46.75579554572361,40.139804318919,0.0,20.0,9.92398684020691,6.615991226804608,1.0,50.0,7.105427357601002e-15,True,False,False,True,True,True
100,secured_dos_delay,dos_delay,True,1.5840305750280725,9.175074597388562,10.759105172416636,46.26290040131952,46.26290040131952,40.061382309758365,0.0,20.0,9.302277137341733,6.201518091561155,1.0,50.0,7.105427357601002e-15,True,False,False,True,True,True
101,secured_dos_delay,dos_delay,True,0.27312531700313114,5.879542873559446,6.1526681905625775,49.08731759403807,49.08731759403807,39.91345783264787,0.0,20.0,13.760789642085294,9.173859761390196,1.0,50.0,0.0,True,False,False,True,True,True
102,secured_dos_delay,dos_delay,True,0.0,8.072130450660136,8.072130450660136,48.18622405247686,48.18622405247686,40.140586611750166,7.105427357601002e-15,20.0,12.068456161090031,8.045637440726688,1.0,50.0,-7.105427357601002e-15,True,False,False,True,True,True
103,secured_dos_delay,dos_delay,True,0.0,10.758356574041148,10.758356574041148,47.49493212913684,47.49493212913684,40.800301907098564,0.0,20.0,10.041945333057418,6.694630222038279,1.0,50.0,0.0,True,False,False,True,True,True
104,secured_dos_delay,dos_delay,True,0.935813559852134,11.60230438277238,12.538117942624513,47.948726763819565,47.948726763819565,41.78448323534154,0.0,20.0,9.246365292717032,6.164243528478023,1.0,50.0,0.0,True,False,False,True,True,True
105,secured_dos_delay,dos_delay,True,0.0,11.267953471824933,11.267953471824933,47.641557387674254,47.641557387674254,41.092115821334524,0.0,20.0,9.824162349509594,6.549441566339729,1.0,50.0,0.0,True,False,False,True,True,True
106,secured_dos_delay,dos_delay,True,0.0,8.088915332220246,8.088915332220246,46.30517456782484,46.30517456782484,39.018670873583005,0.0,20.0,10.929755541362757,7.286503694241839,1.0,50.0,0.0,True,False,False,True,True,True
107,secured_dos_delay,dos_delay,True,0.8123881057708142,6.5290160329193965,7.34140413869021,46.74082367549308,46.74082367549308,38.98105586077193,0.0,20.0,11.639651722081725,7.759767814721149,1.0,50.0,0.0,True,False,False,True,True,True
108,secured_dos_delay,dos_delay,True,1.491638717443358,8.433149772728509,9.924788490171867,45.77724092557024,45.77724092557024,39.43625995141089,0.0,20.0,9.511471461239026,6.340980974159351,1.0,50.0,0.0,True,False,False,True,True,True
109,secured_dos_delay,dos_delay,True,0.0,10.471311211945313,10.471311211945313,43.875581587225184,43.875581587225184,38.51387343711323,0.0,20.0,8.042562225167922,5.36170815011195,1.0,50.0,0.0,True,False,False,True,True,True
110,secured_dos_delay,dos_delay,True,1.0638984311744872,10.92395356917867,11.987852000353158,45.755238165255214,45.755238165255214,40.24828369929439,0.0,20.0,8.260431698941234,5.506954465960822,1.0,50.0,0.0,True,False,False,True,True,True
111,secured_dos_delay,dos_delay,True,1.826248767935617,8.987774888252341,10.814023656187958,45.47109486306144,45.47109486306144,39.608266380312045,0.0,20.0,8.79424272412409,5.862828482749393,1.0,50.0,0.0,True,False,False,True,True,True
112,secured_dos_delay,dos_delay,True,2.2766655712190476,9.36838930743883,11.645054878657877,44.24999634710808,44.24999634710808,39.03320571215605,0.0,19.562964881070123,7.8251859524280505,5.216790634952034,1.0,50.0,0.0,True,False,False,True,True,True
113,secured_dos_delay,dos_delay,True,0.18530013543671853,7.776202957478407,7.961503092915126,43.75444584548659,43.75444584548659,37.437268744458,0.0,20.0,9.475765651542881,6.317177101028589,1.0,50.0,7.105427357601002e-15,True,False,False,True,True,True
